sex,age_month,height,percentile
m,110,122.1,1
m,110,124.4,3
m,110,125.6,5
m,110,127.5,10
m,110,128.8,15
m,110,130.7,25
m,110,134.3,50
m,110,138,75
m,110,140.1,85
m,110,141.5,90
m,110,143.6,95
m,110,144.9,97
m,110,147.5,99
m,111,122.5,1
m,111,124.8,3
m,111,126,5
m,111,127.9,10
m,111,129.2,15
m,111,131.1,25
m,111,134.8,50
m,111,138.5,75
m,111,140.6,85
m,111,142,90
m,111,144.1,95
m,111,145.4,97
m,111,148.1,99
m,112,122.9,1
m,112,125.2,3
m,112,126.4,5
m,112,128.3,10
m,112,129.6,15
m,112,131.5,25
m,112,135.2,50
m,112,139,75
m,112,141,85
m,112,142.4,90
m,112,144.6,95
m,112,146,97
m,112,148.6,99
m,113,123.3,1
m,113,125.6,3
m,113,126.8,5
m,113,128.7,10
m,113,130,15
m,113,132,25
m,113,135.6,50
m,113,139.4,75
m,113,141.5,85
m,113,142.9,90
m,113,145.1,95
m,113,146.5,97
m,113,149.2,99
m,114,123.7,1
m,114,126,3
m,114,127.2,5
m,114,129.1,10
m,114,130.4,15
m,114,132.4,25
m,114,136.1,50
m,114,139.9,75
m,114,142,85
m,114,143.4,90
m,114,145.6,95
m,114,147,97
m,114,149.7,99
m,115,124.1,1
m,115,126.4,3
m,115,127.6,5
m,115,129.5,10
m,115,130.9,15
m,115,132.8,25
m,115,136.6,50
m,115,140.4,75
m,115,142.5,85
m,115,143.9,90
m,115,146.1,95
m,115,147.5,97
m,115,150.3,99
m,116,124.5,1
m,116,126.8,3
m,116,128,5
m,116,130,10
m,116,131.3,15
m,116,133.3,25
m,116,137,50
m,116,140.9,75
m,116,143,85
m,116,144.5,90
m,116,146.6,95
m,116,148.1,97
m,116,150.8,99
m,117,124.9,1
m,117,127.2,3
m,117,128.4,5
m,117,130.4,10
m,117,131.7,15
m,117,133.7,25
m,117,137.5,50
m,117,141.4,75
m,117,143.5,85
m,117,145,90
m,117,147.2,95
m,117,148.6,97
m,117,151.4,99
m,118,125.3,1
m,118,127.6,3
m,118,128.8,5
m,118,130.8,10
m,118,132.1,15
m,118,134.1,25
m,118,137.9,50
m,118,141.8,75
m,118,144,85
m,118,145.5,90
m,118,147.7,95
m,118,149.1,97
m,118,151.9,99
m,119,125.7,1
m,119,128,3
m,119,129.2,5
m,119,131.2,10
m,119,132.5,15
m,119,134.6,25
m,119,138.4,50
m,119,142.3,75
m,119,144.5,85
m,119,146,90
m,119,148.2,95
m,119,149.7,97
m,119,152.5,99
m,120,126,1
m,120,128.4,3
m,120,129.7,5
m,120,131.6,10
m,120,133,15
m,120,135,25
m,120,138.8,50
m,120,142.8,75
m,120,145,85
m,120,146.5,90
m,120,148.7,95
m,120,150.2,97
m,120,153.1,99
m,121,126.4,1
m,121,128.8,3
m,121,130.1,5
m,121,132.1,10
m,121,133.4,15
m,121,135.4,25
m,121,139.3,50
m,121,143.3,75
m,121,145.5,85
m,121,147,90
m,121,149.3,95
m,121,150.8,97
m,121,153.6,99
m,122,126.8,1
m,122,129.2,3
m,122,130.5,5
m,122,132.5,10
m,122,133.8,15
m,122,135.9,25
m,122,139.8,50
m,122,143.8,75
m,122,146,85
m,122,147.5,90
m,122,149.8,95
m,122,151.3,97
m,122,154.2,99
m,123,127.2,1
m,123,129.6,3
m,123,130.9,5
m,123,132.9,10
m,123,134.3,15
m,123,136.3,25
m,123,140.3,50
m,123,144.3,75
m,123,146.5,85
m,123,148.1,90
m,123,150.4,95
m,123,151.9,97
m,123,154.8,99
m,124,127.6,1
m,124,130,3
m,124,131.3,5
m,124,133.3,10
m,124,134.7,15
m,124,136.8,25
m,124,140.7,50
m,124,144.8,75
m,124,147.1,85
m,124,148.6,90
m,124,150.9,95
m,124,152.4,97
m,124,155.3,99
m,125,128,1
m,125,130.4,3
m,125,131.7,5
m,125,133.7,10
m,125,135.1,15
m,125,137.2,25
m,125,141.2,50
m,125,145.3,75
m,125,147.6,85
m,125,149.1,90
m,125,151.4,95
m,125,153,97
m,125,155.9,99
m,126,128.4,1
m,126,130.8,3
m,126,132.1,5
m,126,134.2,10
m,126,135.6,15
m,126,137.7,25
m,126,141.7,50
m,126,145.8,75
m,126,148.1,85
m,126,149.7,90
m,126,152,95
m,126,153.6,97
m,126,156.5,99
m,127,128.7,1
m,127,131.2,3
m,127,132.5,5
m,127,134.6,10
m,127,136,15
m,127,138.2,25
m,127,142.2,50
m,127,146.4,75
m,127,148.7,85
m,127,150.2,90
m,127,152.6,95
m,127,154.1,97
m,127,157.1,99
m,128,129.1,1
m,128,131.6,3
m,128,132.9,5
m,128,135,10
m,128,136.5,15
m,128,138.6,25
m,128,142.7,50
m,128,146.9,75
m,128,149.2,85
m,128,150.8,90
m,128,153.2,95
m,128,154.7,97
m,128,157.7,99
m,129,129.5,1
m,129,132,3
m,129,133.4,5
m,129,135.5,10
m,129,136.9,15
m,129,139.1,25
m,129,143.2,50
m,129,147.4,75
m,129,149.7,85
m,129,151.3,90
m,129,153.7,95
m,129,155.3,97
m,129,158.3,99
m,130,129.9,1
m,130,132.4,3
m,130,133.8,5
m,130,135.9,10
m,130,137.4,15
m,130,139.5,25
m,130,143.7,50
m,130,147.9,75
m,130,150.3,85
m,130,151.9,90
m,130,154.3,95
m,130,155.9,97
m,130,158.9,99
m,131,130.2,1
m,131,132.8,3
m,131,134.2,5
m,131,136.3,10
m,131,137.8,15
m,131,140,25
m,131,144.2,50
m,131,148.5,75
m,131,150.8,85
m,131,152.4,90
m,131,154.9,95
m,131,156.5,97
m,131,159.5,99
m,132,130.6,1
m,132,133.2,3
m,132,134.6,5
m,132,136.8,10
m,132,138.3,15
m,132,140.5,25
m,132,144.7,50
m,132,149,75
m,132,151.4,85
m,132,153,90
m,132,155.5,95
m,132,157.1,97
m,132,160.2,99
m,133,131,1
m,133,133.6,3
m,133,135,5
m,133,137.2,10
m,133,138.7,15
m,133,141,25
m,133,145.2,50
m,133,149.6,75
m,133,152,85
m,133,153.6,90
m,133,156.1,95
m,133,157.7,97
m,133,160.8,99
m,134,131.4,1
m,134,134,3
m,134,135.5,5
m,134,137.7,10
m,134,139.2,15
m,134,141.5,25
m,134,145.8,50
m,134,150.2,75
m,134,152.6,85
m,134,154.2,90
m,134,156.7,95
m,134,158.3,97
m,134,161.4,99
m,135,131.7,1
m,135,134.4,3
m,135,135.9,5
m,135,138.1,10
m,135,139.7,15
m,135,141.9,25
m,135,146.3,50
m,135,150.7,75
m,135,153.2,85
m,135,154.8,90
m,135,157.3,95
m,135,159,97
m,135,162.1,99
m,136,132.1,1
m,136,134.8,3
m,136,136.3,5
m,136,138.6,10
m,136,140.1,15
m,136,142.4,25
m,136,146.8,50
m,136,151.3,75
m,136,153.8,85
m,136,155.4,90
m,136,157.9,95
m,136,159.6,97
m,136,162.7,99
m,137,132.5,1
m,137,135.2,3
m,137,136.7,5
m,137,139,10
m,137,140.6,15
